m,k,n,tile_m,tile_k_l2,tile_k_l1,tile_n,latency avg,latency max,latency min
1024,1024,1024,32,256,16,16,1677.5,1694.0,1652.0
1024,1024,1024,32,256,16,32,1096.4,1426.0,919.0
1024,1024,1024,32,256,16,64,866.8,1189.0,570.0
1024,1024,1024,32,256,16,128,471.35,478.0,458.0
1024,1024,1024,32,256,16,256,482.1,795.0,454.0
1024,1024,1024,32,256,32,16,1981.65,2300.0,1694.0
1024,1024,1024,32,256,32,32,1298.15,1598.0,894.0
1024,1024,1024,32,256,32,64,666.4,1031.0,535.0
1024,1024,1024,32,256,32,128,421.05,504.0,414.0
1024,1024,1024,32,256,32,256,433.55,777.0,383.0
1024,1024,1024,32,256,64,16,1975.55,2354.0,1675.0
1024,1024,1024,32,256,64,32,1065.95,1577.0,918.0
1024,1024,1024,32,256,64,64,788.55,1193.0,548.0
1024,1024,1024,32,256,64,128,380.05,409.0,360.0
1024,1024,1024,32,256,128,16,1891.8,2191.0,1661.0
1024,1024,1024,32,256,128,32,1180.35,1436.0,925.0
1024,1024,1024,32,256,128,64,614.55,871.0,545.0
1024,1024,1024,32,256,256,16,2024.1,2286.0,1707.0
1024,1024,1024,32,512,8,16,2032.5,2209.0,1977.0
1024,1024,1024,32,512,8,32,1113.3,1610.0,930.0
1024,1024,1024,32,512,8,64,1020.6,1275.0,636.0
1024,1024,1024,32,512,8,128,0.0,0.0,0.0
1024,1024,1024,32,512,8,256,633.05,992.0,524.0
1024,1024,1024,32,512,16,16,1688.2,1713.0,1667.0
1024,1024,1024,32,512,16,32,1199.8,1547.0,903.0
1024,1024,1024,32,512,16,64,733.4,1097.0,571.0
1024,1024,1024,32,512,16,128,538.15,796.0,467.0
1024,1024,1024,32,512,16,256,498.1,776.0,461.0
1024,1024,1024,32,512,32,16,1916.4,2263.0,1680.0
1024,1024,1024,32,512,32,32,1138.75,1480.0,905.0
1024,1024,1024,32,512,32,64,568.65,863.0,528.0
1024,1024,1024,32,512,32,128,415.15,488.0,396.0
1024,1024,1024,32,512,32,256,422.4,514.0,409.0
1024,1024,1024,32,512,64,16,2008.85,2230.0,1729.0
1024,1024,1024,32,512,64,32,1197.9,1478.0,905.0
1024,1024,1024,32,512,64,64,576.55,873.0,532.0
1024,1024,1024,32,512,64,128,400.65,422.0,385.0
1024,1024,1024,32,512,128,16,1928.2,2229.0,1673.0
1024,1024,1024,32,512,128,32,876.7,887.0,859.0
1024,1024,1024,32,512,128,64,539.95,567.0,520.0
1024,1024,1024,32,512,256,16,1689.8,1782.0,1675.0
1024,1024,1024,32,1024,8,16,2125.9,2615.0,2041.0
1024,1024,1024,32,1024,8,32,1399.85,1410.0,1394.0
1024,1024,1024,32,1024,8,64,931.7,943.0,912.0
1024,1024,1024,32,1024,8,128,717.65,736.0,709.0
1024,1024,1024,32,1024,8,256,1053.8,1401.0,739.0
1024,1024,1024,32,1024,16,16,2346.1,2611.0,2225.0
1024,1024,1024,32,1024,16,32,1524.45,1776.0,1248.0
1024,1024,1024,32,1024,16,64,1229.4,1545.0,840.0
1024,1024,1024,32,1024,16,128,820.3,1256.0,662.0
1024,1024,1024,32,1024,16,256,943.45,1221.0,669.0
1024,1024,1024,32,1024,32,16,2195.2,2426.0,1944.0
1024,1024,1024,32,1024,32,32,1435.05,1731.0,1140.0
1024,1024,1024,32,1024,32,64,795.25,1087.0,726.0
1024,1024,1024,32,1024,32,128,644.4,983.0,547.0
1024,1024,1024,32,1024,32,256,772.2,1052.0,562.0
1024,1024,1024,32,1024,64,16,2310.15,2558.0,2218.0
1024,1024,1024,32,1024,64,32,1144.3,1170.0,1123.0
1024,1024,1024,32,1024,64,64,684.4,691.0,672.0
1024,1024,1024,32,1024,64,128,535.85,550.0,517.0
1024,1024,1024,32,1024,128,16,2142.85,2355.0,1918.0
1024,1024,1024,32,1024,128,32,1410.95,1659.0,1126.0
1024,1024,1024,32,1024,128,64,892.5,1221.0,656.0
1024,1024,1024,32,1024,256,16,1967.25,2333.0,1793.0
1024,1024,1024,64,8,8,16,5583.45,5806.0,5278.0
1024,1024,1024,64,8,8,32,3098.5,3254.0,3052.0
1024,1024,1024,64,8,8,64,1760.3,2037.0,1498.0
1024,1024,1024,64,8,8,128,1079.65,1381.0,839.0
1024,1024,1024,64,8,8,256,619.55,1117.0,531.0
1024,1024,1024,64,16,8,16,3250.05,3554.0,2909.0
1024,1024,1024,64,16,8,32,1558.2,1566.0,1542.0
1024,1024,1024,64,16,8,64,878.25,885.0,865.0
1024,1024,1024,64,16,8,128,667.75,1159.0,541.0
1024,1024,1024,64,16,8,256,463.75,468.0,457.0
1024,1024,1024,64,16,16,16,2861.3,3230.0,2627.0
1024,1024,1024,64,16,16,32,1861.55,2440.0,1496.0
1024,1024,1024,64,16,16,64,802.5,813.0,792.0
1024,1024,1024,64,16,16,128,505.5,521.0,491.0
1024,1024,1024,64,16,16,256,0.0,0.0,0.0
