m,k,n,tile_m,tile_k_l2,tile_k_l1,tile_n,latency avg,latency max,latency min
1024,1024,1024,128,64,16,16,3608.35,3891.0,3353.0
1024,1024,1024,128,64,16,32,4828.7,5385.0,4575.0
1024,1024,1024,128,64,16,64,4535.3,4628.0,4285.0
1024,1024,1024,128,64,16,128,4294.45,4620.0,4101.0
1024,1024,1024,128,64,32,16,6752.9,6954.0,6418.0
1024,1024,1024,128,64,32,32,6465.4,6754.0,6158.0
1024,1024,1024,128,64,32,64,6324.2,6497.0,6061.0
1024,1024,1024,128,64,64,16,6539.25,7213.0,6306.0
1024,1024,1024,128,64,64,32,6360.9,6627.0,6178.0
1024,1024,1024,128,128,8,16,4742.15,5003.0,4598.0
1024,1024,1024,128,128,8,32,6189.9,6567.0,5908.0
1024,1024,1024,128,128,8,64,5911.95,6560.0,5624.0
1024,1024,1024,128,128,8,128,5532.75,5601.0,5474.0
1024,1024,1024,128,128,16,16,3462.3,4075.0,3361.0
1024,1024,1024,128,128,16,32,4844.25,5466.0,4544.0
1024,1024,1024,128,128,16,64,4608.1,5067.0,4300.0
1024,1024,1024,128,128,16,128,4396.95,4632.0,4110.0
1024,1024,1024,128,128,32,16,6649.95,6854.0,6360.0
1024,1024,1024,128,128,32,32,6505.25,6679.0,6240.0
1024,1024,1024,128,128,32,64,6155.25,6587.0,6067.0
1024,1024,1024,128,128,64,16,0.0,0.0,0.0
1024,1024,1024,128,128,64,32,6326.15,6613.0,6225.0
1024,1024,1024,128,256,8,16,4998.9,5874.0,4648.0
1024,1024,1024,128,256,8,32,6209.25,6538.0,5973.0
1024,1024,1024,128,256,8,64,5794.85,6246.0,5634.0
1024,1024,1024,128,256,8,128,5778.5,6103.0,5539.0
1024,1024,1024,128,256,16,16,3653.45,3961.0,3483.0
1024,1024,1024,128,256,16,32,4720.85,5225.0,4608.0
1024,1024,1024,128,256,16,64,4308.35,4391.0,4271.0
1024,1024,1024,128,256,16,128,4238.15,4716.0,4111.0
1024,1024,1024,128,256,32,16,6794.45,7263.0,6465.0
1024,1024,1024,128,256,32,32,6503.1,6842.0,6239.0
1024,1024,1024,128,256,32,64,6192.15,6542.0,6045.0
1024,1024,1024,128,256,64,16,6638.15,6925.0,6367.0
1024,1024,1024,128,256,64,32,6504.5,6820.0,6214.0
1024,1024,1024,128,512,8,16,5026.6,5284.0,4804.0
1024,1024,1024,128,512,8,32,6061.1,6128.0,6027.0
1024,1024,1024,128,512,8,64,5698.85,5848.0,5630.0
1024,1024,1024,128,512,8,128,5711.65,5946.0,5636.0
1024,1024,1024,128,512,16,16,3751.65,4648.0,3498.0
1024,1024,1024,128,512,16,32,4859.9,5570.0,4623.0
1024,1024,1024,128,512,16,64,4638.7,5175.0,4319.0
1024,1024,1024,128,512,16,128,4689.1,5241.0,4320.0
1024,1024,1024,128,512,32,16,6548.3,6716.0,6486.0
1024,1024,1024,128,512,32,32,6481.5,6868.0,6227.0
1024,1024,1024,128,512,32,64,6300.2,6800.0,6083.0
1024,1024,1024,128,512,64,16,6711.95,7031.0,6495.0
1024,1024,1024,128,512,64,32,6689.55,7228.0,6315.0
1024,1024,1024,128,1024,8,16,5659.15,6003.0,5417.0
1024,1024,1024,128,1024,8,32,6302.1,6413.0,6180.0
1024,1024,1024,128,1024,8,64,6063.65,6360.0,5782.0
1024,1024,1024,128,1024,8,128,6003.4,6338.0,5776.0
1024,1024,1024,128,1024,16,16,4100.15,4611.0,3943.0
1024,1024,1024,128,1024,16,32,5063.9,5371.0,4784.0
1024,1024,1024,128,1024,16,64,4665.7,4952.0,4361.0
1024,1024,1024,128,1024,16,128,4567.4,5452.0,4388.0
1024,1024,1024,128,1024,32,16,7279.15,7582.0,6990.0
1024,1024,1024,128,1024,32,32,0.0,0.0,0.0
1024,1024,1024,128,1024,32,64,6353.75,6699.0,6087.0
1024,1024,1024,128,1024,64,16,6976.45,7373.0,6876.0
1024,1024,1024,128,1024,64,32,6612.55,6840.0,6365.0
